"filename", "language", "Rust", "Markdown", "Python", "JSON", "TypeScript", "JSON with Comments", "JavaScript", "Ignore", "Assembler file", "YAML", "PowerShell", "C", "C++", "PostCSS", "HTML", "Batch", "Makefile", "WebAssembly Text Format", "Shell Script", "XML", "CMake Cache", "CMake", "Assembler list file", "TypeScript JSX", "comment", "blank", "total"
"/Users/daniel/projects/vectrex-pseudo-python/VECTOR_DRAWING_EXACT_SEQUENCE.md", "Markdown", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 245
"/Users/daniel/projects/vectrex-pseudo-python/VECTOR_MULTIPATH_LIMITATION.md", "Markdown", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 266
"/Users/daniel/projects/vectrex-pseudo-python/VIDE_ASM_ANALYSIS.md", "Markdown", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 261
"/Users/daniel/projects/vectrex-pseudo-python/VPY_AUTHORSHIP.md", "Markdown", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 96
"/Users/daniel/projects/vectrex-pseudo-python/VPY_RESERVED_WORDS.md", "Markdown", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 172
"/Users/daniel/projects/vectrex-pseudo-python/backup/README.md", "Markdown", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36
"/Users/daniel/projects/vectrex-pseudo-python/build/demo.asm", "Assembler file", 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 283
"/Users/daniel/projects/vectrex-pseudo-python/build/hello_min.asm", "Assembler file", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"/Users/daniel/projects/vectrex-pseudo-python/build/hello_out.asm", "Assembler file", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 89
"/Users/daniel/projects/vectrex-pseudo-python/build/rotating_line.asm", "Assembler file", 0, 0, 0, 0, 0, 0, 0, 0, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 722
"/Users/daniel/projects/vectrex-pseudo-python/check_reset_vector.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 22
"/Users/daniel/projects/vectrex-pseudo-python/clear-layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6
"/Users/daniel/projects/vectrex-pseudo-python/compare_bins.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 73
"/Users/daniel/projects/vectrex-pseudo-python/compare_bins_v2.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 73
"/Users/daniel/projects/vectrex-pseudo-python/compare_print_str_detailed.js", "JavaScript", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 129
"/Users/daniel/projects/vectrex-pseudo-python/core/src/ast.rs", "Rust", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 155
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/arm.rs", "Rust", 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 546
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/asm_address_mapper.rs", "Rust", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 158
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/asm_to_binary.rs", "Rust", 1902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 195, 2282
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/cortexm.rs", "Rust", 502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 532
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/debug_info.rs", "Rust", 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 96, 592
